id,organismo,linea_servicio,dia,fecha,afluencia_tarjeta,afluencia_boleto,afluencia_total_preliminar
14559,STE-Trolebús,L4 Pto Aéreo-Rosario,Lunes,2020-04-27,,,"8,466"
14560,STE-Trolebús,L5 Sn Felipe-Hidalgo,Lunes,2020-04-27,,,"5,050"
14561,STE-Trolebús,L6 Rosario-Chapultepec,Lunes,2020-04-27,,,"4,132"
14562,STE-Trolebús,L7 Lomas Estrella-CU,Lunes,2020-04-27,,,"5,653"
14563,STE-Trolebús,L8 Circuito IPN,Lunes,2020-04-27,,,0
14564,STE-Trolebús,L1 Eje Central,Martes,2020-04-28,,,"29,519"
14565,STE-Trolebús,L2 Eje 2 sur,Martes,2020-04-28,,,"2,219"
14566,STE-Trolebús,L3 Eje 7 Sur,Martes,2020-04-28,,,"2,828"
14567,STE-Trolebús,L4 Pto Aéreo-Rosario,Martes,2020-04-28,,,"9,000"
14568,STE-Trolebús,L5 Sn Felipe-Hidalgo,Martes,2020-04-28,,,"3,675"
14569,STE-Trolebús,L6 Rosario-Chapultepec,Martes,2020-04-28,,,"3,459"
14570,STE-Trolebús,L7 Lomas Estrella-CU,Martes,2020-04-28,,,"5,180"
14571,STE-Trolebús,L8 Circuito IPN,Martes,2020-04-28,,,0
14572,STE-Trolebús,L1 Eje Central,Miércoles,2020-04-29,,,"29,766"
14573,STE-Trolebús,L2 Eje 2 sur,Miércoles,2020-04-29,,,"2,790"
14574,STE-Trolebús,L3 Eje 7 Sur,Miércoles,2020-04-29,,,"3,307"
14575,STE-Trolebús,L4 Pto Aéreo-Rosario,Miércoles,2020-04-29,,,"8,668"
14576,STE-Trolebús,L5 Sn Felipe-Hidalgo,Miércoles,2020-04-29,,,"4,086"
14577,STE-Trolebús,L6 Rosario-Chapultepec,Miércoles,2020-04-29,,,"3,956"
14578,STE-Trolebús,L7 Lomas Estrella-CU,Miércoles,2020-04-29,,,"5,687"
14579,STE-Trolebús,L8 Circuito IPN,Miércoles,2020-04-29,,,0
14580,STE-Trolebús,L1 Eje Central,Jueves,2020-04-30,,,"30,967"
14581,STE-Trolebús,L2 Eje 2 sur,Jueves,2020-04-30,,,"2,911"
14582,STE-Trolebús,L3 Eje 7 Sur,Jueves,2020-04-30,,,"3,341"
14583,STE-Trolebús,L4 Pto Aéreo-Rosario,Jueves,2020-04-30,,,"8,711"
14584,STE-Trolebús,L5 Sn Felipe-Hidalgo,Jueves,2020-04-30,,,"5,093"
14585,STE-Trolebús,L6 Rosario-Chapultepec,Jueves,2020-04-30,,,"4,093"
14586,STE-Trolebús,L7 Lomas Estrella-CU,Jueves,2020-04-30,,,"5,559"
14587,STE-Trolebús,L8 Circuito IPN,Jueves,2020-04-30,,,0
14588,STE-Trolebús,L1 Eje Central,Viernes,2020-05-01,,,"24,610"
14589,STE-Trolebús,L2 Eje 2 sur,Viernes,2020-05-01,,,"1,008"
14590,STE-Trolebús,L3 Eje 7 Sur,Viernes,2020-05-01,,,"1,678"
14591,STE-Trolebús,L4 Pto Aéreo-Rosario,Viernes,2020-05-01,,,"5,437"
14592,STE-Trolebús,L5 Sn Felipe-Hidalgo,Viernes,2020-05-01,,,"3,767"
14593,STE-Trolebús,L6 Rosario-Chapultepec,Viernes,2020-05-01,,,"2,753"
14594,STE-Trolebús,L7 Lomas Estrella-CU,Viernes,2020-05-01,,,"3,648"
14595,STE-Trolebús,L8 Circuito IPN,Viernes,2020-05-01,,,0
14596,STE-Trolebús,L1 Eje Central,Sábado,2020-05-02,,,"27,782"
14597,STE-Trolebús,L2 Eje 2 sur,Sábado,2020-05-02,,,947
14598,STE-Trolebús,L3 Eje 7 Sur,Sábado,2020-05-02,,,"2,043"
14599,STE-Trolebús,L4 Pto Aéreo-Rosario,Sábado,2020-05-02,,,"3,718"
14600,STE-Trolebús,L5 Sn Felipe-Hidalgo,Sábado,2020-05-02,,,"4,077"
14601,STE-Trolebús,L6 Rosario-Chapultepec,Sábado,2020-05-02,,,"3,185"
14602,STE-Trolebús,L7 Lomas Estrella-CU,Sábado,2020-05-02,,,"4,209"
14603,STE-Trolebús,L8 Circuito IPN,Sábado,2020-05-02,,,0
14604,STE-Trolebús,L1 Eje Central,Domingo,2020-05-03,,,"17,113"
14605,STE-Trolebús,L2 Eje 2 sur,Domingo,2020-05-03,,,"1,059"
14606,STE-Trolebús,L3 Eje 7 Sur,Domingo,2020-05-03,,,"1,410"
14607,STE-Trolebús,L4 Pto Aéreo-Rosario,Domingo,2020-05-03,,,"3,961"
14608,STE-Trolebús,L5 Sn Felipe-Hidalgo,Domingo,2020-05-03,,,"2,514"
14609,STE-Trolebús,L6 Rosario-Chapultepec,Domingo,2020-05-03,,,"1,699"
14610,STE-Trolebús,L7 Lomas Estrella-CU,Domingo,2020-05-03,,,"2,507"
14611,STE-Trolebús,L8 Circuito IPN,Domingo,2020-05-03,,,0
14612,STE-Trolebús,L1 Eje Central,Lunes,2020-05-04,,,"29,719"
14613,STE-Trolebús,L2 Eje 2 sur,Lunes,2020-05-04,,,"2,858"
14614,STE-Trolebús,L3 Eje 7 Sur,Lunes,2020-05-04,,,"3,295"
14615,STE-Trolebús,L4 Pto Aéreo-Rosario,Lunes,2020-05-04,,,"8,984"
14616,STE-Trolebús,L5 Sn Felipe-Hidalgo,Lunes,2020-05-04,,,"4,325"
14617,STE-Trolebús,L6 Rosario-Chapultepec,Lunes,2020-05-04,,,"3,288"
14618,STE-Trolebús,L7 Lomas Estrella-CU,Lunes,2020-05-04,,,"5,348"
14619,STE-Trolebús,L8 Circuito IPN,Lunes,2020-05-04,,,0
14620,STE-Trolebús,L1 Eje Central,Martes,2020-05-05,,,"27,986"
14621,STE-Trolebús,L2 Eje 2 sur,Martes,2020-05-05,,,"1,436"
14622,STE-Trolebús,L3 Eje 7 Sur,Martes,2020-05-05,,,"2,236"
14623,STE-Trolebús,L4 Pto Aéreo-Rosario,Martes,2020-05-05,,,"7,244"
14624,STE-Trolebús,L5 Sn Felipe-Hidalgo,Martes,2020-05-05,,,"3,881"
14625,STE-Trolebús,L6 Rosario-Chapultepec,Martes,2020-05-05,,,"4,239"
14626,STE-Trolebús,L7 Lomas Estrella-CU,Martes,2020-05-05,,,"3,948"
14627,STE-Trolebús,L8 Circuito IPN,Martes,2020-05-05,,,0
14628,STE-Trolebús,L1 Eje Central,Miércoles,2020-05-06,,,"26,861"
14629,STE-Trolebús,L2 Eje 2 sur,Miércoles,2020-05-06,,,"2,436"
14630,STE-Trolebús,L3 Eje 7 Sur,Miércoles,2020-05-06,,,"2,601"
14631,STE-Trolebús,L4 Pto Aéreo-Rosario,Miércoles,2020-05-06,,,"9,130"
14632,STE-Trolebús,L5 Sn Felipe-Hidalgo,Miércoles,2020-05-06,,,"3,638"
14633,STE-Trolebús,L6 Rosario-Chapultepec,Miércoles,2020-05-06,,,"2,869"
14634,STE-Trolebús,L7 Lomas Estrella-CU,Miércoles,2020-05-06,,,"3,761"
14635,STE-Trolebús,L8 Circuito IPN,Miércoles,2020-05-06,,,0
14636,STE-Trolebús,L1 Eje Central,Jueves,2020-05-07,,,"25,080"
14637,STE-Trolebús,L2 Eje 2 sur,Jueves,2020-05-07,,,"2,582"
14638,STE-Trolebús,L3 Eje 7 Sur,Jueves,2020-05-07,,,"2,598"
14639,STE-Trolebús,L4 Pto Aéreo-Rosario,Jueves,2020-05-07,,,"8,438"
14640,STE-Trolebús,L5 Sn Felipe-Hidalgo,Jueves,2020-05-07,,,"3,744"
14641,STE-Trolebús,L6 Rosario-Chapultepec,Jueves,2020-05-07,,,"3,819"
14642,STE-Trolebús,L7 Lomas Estrella-CU,Jueves,2020-05-07,,,"4,989"
14643,STE-Trolebús,L8 Circuito IPN,Jueves,2020-05-07,,,0
14644,STE-Trolebús,L1 Eje Central,Viernes,2020-05-08,,,"27,102"
14645,STE-Trolebús,L2 Eje 2 sur,Viernes,2020-05-08,,,"2,655"
14646,STE-Trolebús,L3 Eje 7 Sur,Viernes,2020-05-08,,,"2,636"
14647,STE-Trolebús,L4 Pto Aéreo-Rosario,Viernes,2020-05-08,,,"7,467"
14648,STE-Trolebús,L5 Sn Felipe-Hidalgo,Viernes,2020-05-08,,,"3,377"
14649,STE-Trolebús,L6 Rosario-Chapultepec,Viernes,2020-05-08,,,"3,819"
14650,STE-Trolebús,L7 Lomas Estrella-CU,Viernes,2020-05-08,,,"4,989"
14651,STE-Trolebús,L8 Circuito IPN,Viernes,2020-05-08,,,0
14652,STE-Trolebús,L1 Eje Central,Sábado,2020-05-09,,,"22,381"
14653,STE-Trolebús,L2 Eje 2 sur,Sábado,2020-05-09,,,"1,749"
14654,STE-Trolebús,L3 Eje 7 Sur,Sábado,2020-05-09,,,"2,466"
14655,STE-Trolebús,L4 Pto Aéreo-Rosario,Sábado,2020-05-09,,,"5,189"
14656,STE-Trolebús,L5 Sn Felipe-Hidalgo,Sábado,2020-05-09,,,"4,087"
14657,STE-Trolebús,L6 Rosario-Chapultepec,Sábado,2020-05-09,,,"2,645"
14658,STE-Trolebús,L7 Lomas Estrella-CU,Sábado,2020-05-09,,,"3,415"
14659,STE-Trolebús,L8 Circuito IPN,Sábado,2020-05-09,,,0
14660,STE-Trolebús,L1 Eje Central,Domingo,2020-05-10,,,"15,959"
14661,STE-Trolebús,L2 Eje 2 sur,Domingo,2020-05-10,,,580
14662,STE-Trolebús,L3 Eje 7 Sur,Domingo,2020-05-10,,,"1,136"
14663,STE-Trolebús,L4 Pto Aéreo-Rosario,Domingo,2020-05-10,,,"2,820"
14664,STE-Trolebús,L5 Sn Felipe-Hidalgo,Domingo,2020-05-10,,,"2,732"
14665,STE-Trolebús,L6 Rosario-Chapultepec,Domingo,2020-05-10,,,"1,846"
14666,STE-Trolebús,L7 Lomas Estrella-CU,Domingo,2020-05-10,,,"2,026"
14667,STE-Trolebús,L8 Circuito IPN,Domingo,2020-05-10,,,0
14668,STE-Trolebús,L1 Eje Central,Lunes,2020-05-11,,,"25,552"
14669,STE-Trolebús,L2 Eje 2 sur,Lunes,2020-05-11,,,"2,558"
14670,STE-Trolebús,L3 Eje 7 Sur,Lunes,2020-05-11,,,"3,075"
14671,STE-Trolebús,L4 Pto Aéreo-Rosario,Lunes,2020-05-11,,,"7,453"
14672,STE-Trolebús,L5 Sn Felipe-Hidalgo,Lunes,2020-05-11,,,"3,857"
14673,STE-Trolebús,L6 Rosario-Chapultepec,Lunes,2020-05-11,,,"3,491"
14674,STE-Trolebús,L7 Lomas Estrella-CU,Lunes,2020-05-11,,,"4,503"
14675,STE-Trolebús,L8 Circuito IPN,Lunes,2020-05-11,,,0
14676,STE-Trolebús,L1 Eje Central,Martes,2020-05-12,,,"27,659"
14677,STE-Trolebús,L2 Eje 2 sur,Martes,2020-05-12,,,"1,094"
14678,STE-Trolebús,L3 Eje 7 Sur,Martes,2020-05-12,,,"1,929"
14679,STE-Trolebús,L4 Pto Aéreo-Rosario,Martes,2020-05-12,,,"7,700"
14680,STE-Trolebús,L5 Sn Felipe-Hidalgo,Martes,2020-05-12,,,"4,190"
14681,STE-Trolebús,L6 Rosario-Chapultepec,Martes,2020-05-12,,,"3,196"
14682,STE-Trolebús,L7 Lomas Estrella-CU,Martes,2020-05-12,,,"4,712"
14683,STE-Trolebús,L8 Circuito IPN,Martes,2020-05-12,,,0
14684,STE-Trolebús,L1 Eje Central,Miércoles,2020-05-13,,,"25,740"
14685,STE-Trolebús,L2 Eje 2 sur,Miércoles,2020-05-13,,,"2,294"
14686,STE-Trolebús,L3 Eje 7 Sur,Miércoles,2020-05-13,,,"2,455"
14687,STE-Trolebús,L4 Pto Aéreo-Rosario,Miércoles,2020-05-13,,,"9,142"
14688,STE-Trolebús,L5 Sn Felipe-Hidalgo,Miércoles,2020-05-13,,,"3,896"
14689,STE-Trolebús,L6 Rosario-Chapultepec,Miércoles,2020-05-13,,,"3,474"
14690,STE-Trolebús,L7 Lomas Estrella-CU,Miércoles,2020-05-13,,,"5,217"
14691,STE-Trolebús,L8 Circuito IPN,Miércoles,2020-05-13,,,0
14692,STE-Trolebús,L1 Eje Central,Jueves,2020-05-14,,,"27,169"
14693,STE-Trolebús,L2 Eje 2 sur,Jueves,2020-05-14,,,"2,317"
14694,STE-Trolebús,L3 Eje 7 Sur,Jueves,2020-05-14,,,"2,935"
14695,STE-Trolebús,L4 Pto Aéreo-Rosario,Jueves,2020-05-14,,,"7,160"
14696,STE-Trolebús,L5 Sn Felipe-Hidalgo,Jueves,2020-05-14,,,"4,135"
14697,STE-Trolebús,L6 Rosario-Chapultepec,Jueves,2020-05-14,,,"4,722"
14698,STE-Trolebús,L7 Lomas Estrella-CU,Jueves,2020-05-14,,,"4,615"
14699,STE-Trolebús,L8 Circuito IPN,Jueves,2020-05-14,,,0
14700,STE-Trolebús,L1 Eje Central,Viernes,2020-05-15,,,"31,135"
14701,STE-Trolebús,L2 Eje 2 sur,Viernes,2020-05-15,,,"1,814"
14702,STE-Trolebús,L3 Eje 7 Sur,Viernes,2020-05-15,,,"2,669"
14703,STE-Trolebús,L4 Pto Aéreo-Rosario,Viernes,2020-05-15,,,"8,530"
14704,STE-Trolebús,L5 Sn Felipe-Hidalgo,Viernes,2020-05-15,,,"4,345"
14705,STE-Trolebús,L6 Rosario-Chapultepec,Viernes,2020-05-15,,,"4,316"
14706,STE-Trolebús,L7 Lomas Estrella-CU,Viernes,2020-05-15,,,"4,896"
14707,STE-Trolebús,L8 Circuito IPN,Viernes,2020-05-15,,,0
14708,STE-Trolebús,L1 Eje Central,Sábado,2020-05-16,,,"27,956"
14709,STE-Trolebús,L2 Eje 2 sur,Sábado,2020-05-16,,,706
14710,STE-Trolebús,L3 Eje 7 Sur,Sábado,2020-05-16,,,"1,607"
14711,STE-Trolebús,L4 Pto Aéreo-Rosario,Sábado,2020-05-16,,,"3,397"
14712,STE-Trolebús,L5 Sn Felipe-Hidalgo,Sábado,2020-05-16,,,"3,999"
14713,STE-Trolebús,L6 Rosario-Chapultepec,Sábado,2020-05-16,,,"3,624"
14714,STE-Trolebús,L7 Lomas Estrella-CU,Sábado,2020-05-16,,,"3,678"
14715,STE-Trolebús,L8 Circuito IPN,Sábado,2020-05-16,,,0
14716,STE-Trolebús,L1 Eje Central,Domingo,2020-05-17,,,"16,862"
14717,STE-Trolebús,L2 Eje 2 sur,Domingo,2020-05-17,,,699
14718,STE-Trolebús,L3 Eje 7 Sur,Domingo,2020-05-17,,,"1,529"
14719,STE-Trolebús,L4 Pto Aéreo-Rosario,Domingo,2020-05-17,,,"2,763"
14720,STE-Trolebús,L5 Sn Felipe-Hidalgo,Domingo,2020-05-17,,,"2,999"
14721,STE-Trolebús,L6 Rosario-Chapultepec,Domingo,2020-05-17,,,"2,113"
14722,STE-Trolebús,L7 Lomas Estrella-CU,Domingo,2020-05-17,,,"2,264"
14723,STE-Trolebús,L8 Circuito IPN,Domingo,2020-05-17,,,0
14724,STE-Trolebús,L1 Eje Central,Lunes,2020-05-18,,,"29,219"
14725,STE-Trolebús,L2 Eje 2 sur,Lunes,2020-05-18,,,"3,011"
14726,STE-Trolebús,L3 Eje 7 Sur,Lunes,2020-05-18,,,"2,905"
14727,STE-Trolebús,L4 Pto Aéreo-Rosario,Lunes,2020-05-18,,,"8,652"
14728,STE-Trolebús,L5 Sn Felipe-Hidalgo,Lunes,2020-05-18,,,"4,391"
14729,STE-Trolebús,L6 Rosario-Chapultepec,Lunes,2020-05-18,,,"3,584"
14730,STE-Trolebús,L7 Lomas Estrella-CU,Lunes,2020-05-18,,,"4,830"
14731,STE-Trolebús,L8 Circuito IPN,Lunes,2020-05-18,,,0
14732,STE-Trolebús,L1 Eje Central,Martes,2020-05-19,,,"29,565"
14733,STE-Trolebús,L2 Eje 2 sur,Martes,2020-05-19,,,"1,811"
14734,STE-Trolebús,L3 Eje 7 Sur,Martes,2020-05-19,,,"2,186"
14735,STE-Trolebús,L4 Pto Aéreo-Rosario,Martes,2020-05-19,,,"9,535"
14736,STE-Trolebús,L5 Sn Felipe-Hidalgo,Martes,2020-05-19,,,"4,139"
14737,STE-Trolebús,L6 Rosario-Chapultepec,Martes,2020-05-19,,,"3,670"
14738,STE-Trolebús,L7 Lomas Estrella-CU,Martes,2020-05-19,,,"4,384"
14739,STE-Trolebús,L8 Circuito IPN,Martes,2020-05-19,,,0
14740,STE-Trolebús,L1 Eje Central,Miércoles,2020-05-20,,,"28,473"
14741,STE-Trolebús,L2 Eje 2 sur,Miércoles,2020-05-20,,,"1,811"
14742,STE-Trolebús,L3 Eje 7 Sur,Miércoles,2020-05-20,,,"2,186"
14743,STE-Trolebús,L4 Pto Aéreo-Rosario,Miércoles,2020-05-20,,,"9,535"
14744,STE-Trolebús,L5 Sn Felipe-Hidalgo,Miércoles,2020-05-20,,,"4,139"
14745,STE-Trolebús,L6 Rosario-Chapultepec,Miércoles,2020-05-20,,,"3,670"
14746,STE-Trolebús,L7 Lomas Estrella-CU,Miércoles,2020-05-20,,,"4,384"
14747,STE-Trolebús,L8 Circuito IPN,Miércoles,2020-05-20,,,0
14748,STE-Trolebús,L1 Eje Central,Jueves,2020-05-21,,,"26,741"
14749,STE-Trolebús,L2 Eje 2 sur,Jueves,2020-05-21,,,"2,346"
14750,STE-Trolebús,L3 Eje 7 Sur,Jueves,2020-05-21,,,"2,566"
14751,STE-Trolebús,L4 Pto Aéreo-Rosario,Jueves,2020-05-21,,,"8,514"
14752,STE-Trolebús,L5 Sn Felipe-Hidalgo,Jueves,2020-05-21,,,"3,863"
14753,STE-Trolebús,L6 Rosario-Chapultepec,Jueves,2020-05-21,,,"3,813"
14754,STE-Trolebús,L7 Lomas Estrella-CU,Jueves,2020-05-21,,,"4,430"
14755,STE-Trolebús,L8 Circuito IPN,Jueves,2020-05-21,,,0
14756,STE-Trolebús,L1 Eje Central,Viernes,2020-05-22,,,"31,782"
14757,STE-Trolebús,L2 Eje 2 sur,Viernes,2020-05-22,,,"1,830"
14758,STE-Trolebús,L3 Eje 7 Sur,Viernes,2020-05-22,,,"1,642"
14759,STE-Trolebús,L4 Pto Aéreo-Rosario,Viernes,2020-05-22,,,"8,997"
14760,STE-Trolebús,L5 Sn Felipe-Hidalgo,Viernes,2020-05-22,,,"3,531"
14761,STE-Trolebús,L6 Rosario-Chapultepec,Viernes,2020-05-22,,,"4,327"
14762,STE-Trolebús,L7 Lomas Estrella-CU,Viernes,2020-05-22,,,"3,611"
14763,STE-Trolebús,L8 Circuito IPN,Viernes,2020-05-22,,,0
14764,STE-Trolebús,L1 Eje Central,Sábado,2020-05-23,,,"25,153"
14765,STE-Trolebús,L2 Eje 2 sur,Sábado,2020-05-23,,,"2,492"
14766,STE-Trolebús,L3 Eje 7 Sur,Sábado,2020-05-23,,,"2,638"
14767,STE-Trolebús,L4 Pto Aéreo-Rosario,Sábado,2020-05-23,,,"4,455"
14768,STE-Trolebús,L5 Sn Felipe-Hidalgo,Sábado,2020-05-23,,,"3,093"
14769,STE-Trolebús,L6 Rosario-Chapultepec,Sábado,2020-05-23,,,"3,844"
14770,STE-Trolebús,L7 Lomas Estrella-CU,Sábado,2020-05-23,,,"3,593"
14771,STE-Trolebús,L8 Circuito IPN,Sábado,2020-05-23,,,0
14772,STE-Trolebús,L1 Eje Central,Domingo,2020-05-24,,,"17,969"
14773,STE-Trolebús,L2 Eje 2 sur,Domingo,2020-05-24,,,569
14774,STE-Trolebús,L3 Eje 7 Sur,Domingo,2020-05-24,,,468
14775,STE-Trolebús,L4 Pto Aéreo-Rosario,Domingo,2020-05-24,,,"3,318"
14776,STE-Trolebús,L5 Sn Felipe-Hidalgo,Domingo,2020-05-24,,,"2,700"
14777,STE-Trolebús,L6 Rosario-Chapultepec,Domingo,2020-05-24,,,"1,638"
14778,STE-Trolebús,L7 Lomas Estrella-CU,Domingo,2020-05-24,,,"2,327"
14779,STE-Trolebús,L8 Circuito IPN,Domingo,2020-05-24,,,0
14780,STE-Trolebús,L1 Eje Central,Lunes,2020-05-25,,,"28,408"
14781,STE-Trolebús,L2 Eje 2 sur,Lunes,2020-05-25,,,"3,094"
14782,STE-Trolebús,L3 Eje 7 Sur,Lunes,2020-05-25,,,"3,238"
14783,STE-Trolebús,L4 Pto Aéreo-Rosario,Lunes,2020-05-25,,,"7,831"
14784,STE-Trolebús,L5 Sn Felipe-Hidalgo,Lunes,2020-05-25,,,"4,123"
14785,STE-Trolebús,L6 Rosario-Chapultepec,Lunes,2020-05-25,,,"4,688"
14786,STE-Trolebús,L7 Lomas Estrella-CU,Lunes,2020-05-25,,,"5,532"
14787,STE-Trolebús,L8 Circuito IPN,Lunes,2020-05-25,,,0
14788,STE-Trolebús,L1 Eje Central,Martes,2020-05-26,,,"27,810"
14789,STE-Trolebús,L2 Eje 2 sur,Martes,2020-05-26,,,"2,900"
14790,STE-Trolebús,L3 Eje 7 Sur,Martes,2020-05-26,,,"3,340"
14791,STE-Trolebús,L4 Pto Aéreo-Rosario,Martes,2020-05-26,,,"6,179"
14792,STE-Trolebús,L5 Sn Felipe-Hidalgo,Martes,2020-05-26,,,"3,795"
14793,STE-Trolebús,L6 Rosario-Chapultepec,Martes,2020-05-26,,,"3,007"
14794,STE-Trolebús,L7 Lomas Estrella-CU,Martes,2020-05-26,,,"4,931"
14795,STE-Trolebús,L8 Circuito IPN,Martes,2020-05-26,,,0
14796,STE-Trolebús,L1 Eje Central,Miércoles,2020-05-27,,,"29,139"
14797,STE-Trolebús,L2 Eje 2 sur,Miércoles,2020-05-27,,,"2,775"
14798,STE-Trolebús,L3 Eje 7 Sur,Miércoles,2020-05-27,,,"2,715"
14799,STE-Trolebús,L4 Pto Aéreo-Rosario,Miércoles,2020-05-27,,,"6,817"
14800,STE-Trolebús,L5 Sn Felipe-Hidalgo,Miércoles,2020-05-27,,,"4,051"
14801,STE-Trolebús,L6 Rosario-Chapultepec,Miércoles,2020-05-27,,,"4,206"
14802,STE-Trolebús,L7 Lomas Estrella-CU,Miércoles,2020-05-27,,,"5,147"
14803,STE-Trolebús,L8 Circuito IPN,Miércoles,2020-05-27,,,0
14804,STE-Trolebús,L1 Eje Central,Jueves,2020-05-28,,,"28,644"
14805,STE-Trolebús,L2 Eje 2 sur,Jueves,2020-05-28,,,"2,855"
14806,STE-Trolebús,L3 Eje 7 Sur,Jueves,2020-05-28,,,"2,488"
14807,STE-Trolebús,L4 Pto Aéreo-Rosario,Jueves,2020-05-28,,,"6,961"
14808,STE-Trolebús,L5 Sn Felipe-Hidalgo,Jueves,2020-05-28,,,"4,126"
14809,STE-Trolebús,L6 Rosario-Chapultepec,Jueves,2020-05-28,,,"4,639"
14810,STE-Trolebús,L7 Lomas Estrella-CU,Jueves,2020-05-28,,,"4,487"
14811,STE-Trolebús,L8 Circuito IPN,Jueves,2020-05-28,,,0
14812,STE-Trolebús,L1 Eje Central,Viernes,2020-05-29,,,"34,467"
14813,STE-Trolebús,L2 Eje 2 sur,Viernes,2020-05-29,,,"1,719"
14814,STE-Trolebús,L3 Eje 7 Sur,Viernes,2020-05-29,,,"2,119"
14815,STE-Trolebús,L4 Pto Aéreo-Rosario,Viernes,2020-05-29,,,"7,805"
14816,STE-Trolebús,L5 Sn Felipe-Hidalgo,Viernes,2020-05-29,,,"4,295"
14817,STE-Trolebús,L6 Rosario-Chapultepec,Viernes,2020-05-29,,,"4,622"
14818,STE-Trolebús,L7 Lomas Estrella-CU,Viernes,2020-05-29,,,"5,075"
14819,STE-Trolebús,L8 Circuito IPN,Viernes,2020-05-29,,,0
14820,STE-Trolebús,L1 Eje Central,Sábado,2020-05-30,,,"28,260"
14821,STE-Trolebús,L2 Eje 2 sur,Sábado,2020-05-30,,,"1,044"
14822,STE-Trolebús,L3 Eje 7 Sur,Sábado,2020-05-30,,,"2,253"
14823,STE-Trolebús,L4 Pto Aéreo-Rosario,Sábado,2020-05-30,,,"5,019"
14824,STE-Trolebús,L5 Sn Felipe-Hidalgo,Sábado,2020-05-30,,,"4,353"
14825,STE-Trolebús,L6 Rosario-Chapultepec,Sábado,2020-05-30,,,"3,356"
14826,STE-Trolebús,L7 Lomas Estrella-CU,Sábado,2020-05-30,,,"3,962"
14827,STE-Trolebús,L8 Circuito IPN,Sábado,2020-05-30,,,0
14828,STE-Trolebús,L1 Eje Central,Domingo,2020-05-31,,,"18,569"
14829,STE-Trolebús,L2 Eje 2 sur,Domingo,2020-05-31,,,612
14830,STE-Trolebús,L3 Eje 7 Sur,Domingo,2020-05-31,,,"1,848"
14831,STE-Trolebús,L4 Pto Aéreo-Rosario,Domingo,2020-05-31,,,"3,756"
14832,STE-Trolebús,L5 Sn Felipe-Hidalgo,Domingo,2020-05-31,,,"2,730"
14833,STE-Trolebús,L6 Rosario-Chapultepec,Domingo,2020-05-31,,,"1,679"
14834,STE-Trolebús,L7 Lomas Estrella-CU,Domingo,2020-05-31,,,"1,959"
14835,STE-Trolebús,L8 Circuito IPN,Domingo,2020-05-31,,,0
14836,STE-Trolebús,L1 Eje Central,Lunes,2020-06-01,,,"32,046"
14837,STE-Trolebús,L2 Eje 2 sur,Lunes,2020-06-01,,,"4,108"
14838,STE-Trolebús,L3 Eje 7 Sur,Lunes,2020-06-01,,,"3,718"
14839,STE-Trolebús,L4 Pto Aéreo-Rosario,Lunes,2020-06-01,,,"9,150"
14840,STE-Trolebús,L5 Sn Felipe-Hidalgo,Lunes,2020-06-01,,,"4,792"
14841,STE-Trolebús,L6 Rosario-Chapultepec,Lunes,2020-06-01,,,"3,987"
14842,STE-Trolebús,L7 Lomas Estrella-CU,Lunes,2020-06-01,,,"5,191"
14843,STE-Trolebús,L8 Circuito IPN,Lunes,2020-06-01,,,0
14844,STE-Trolebús,L1 Eje Central,Martes,2020-06-02,,,"35,184"
14845,STE-Trolebús,L2 Eje 2 sur,Martes,2020-06-02,,,"1,591"
14846,STE-Trolebús,L3 Eje 7 Sur,Martes,2020-06-02,,,"1,476"
14847,STE-Trolebús,L4 Pto Aéreo-Rosario,Martes,2020-06-02,,,"9,321"
14848,STE-Trolebús,L5 Sn Felipe-Hidalgo,Martes,2020-06-02,,,"4,947"
14849,STE-Trolebús,L6 Rosario-Chapultepec,Martes,2020-06-02,,,"4,239"
14850,STE-Trolebús,L7 Lomas Estrella-CU,Martes,2020-06-02,,,"5,477"
14851,STE-Trolebús,L8 Circuito IPN,Martes,2020-06-02,,,0
14852,STE-Trolebús,L1 Eje Central,Miércoles,2020-06-03,,,"32,366"
14853,STE-Trolebús,L2 Eje 2 sur,Miércoles,2020-06-03,,,"3,694"
14854,STE-Trolebús,L3 Eje 7 Sur,Miércoles,2020-06-03,,,"2,760"
14855,STE-Trolebús,L4 Pto Aéreo-Rosario,Miércoles,2020-06-03,,,"10,527"
14856,STE-Trolebús,L5 Sn Felipe-Hidalgo,Miércoles,2020-06-03,,,"4,012"
14857,STE-Trolebús,L6 Rosario-Chapultepec,Miércoles,2020-06-03,,,"2,716"
14858,STE-Trolebús,L7 Lomas Estrella-CU,Miércoles,2020-06-03,,,"5,270"
14859,STE-Trolebús,L8 Circuito IPN,Miércoles,2020-06-03,,,0
14860,STE-Trolebús,L1 Eje Central,Jueves,2020-06-04,,,"30,633"
14861,STE-Trolebús,L2 Eje 2 sur,Jueves,2020-06-04,,,"4,128"
14862,STE-Trolebús,L3 Eje 7 Sur,Jueves,2020-06-04,,,"3,181"
14863,STE-Trolebús,L4 Pto Aéreo-Rosario,Jueves,2020-06-04,,,"8,161"
14864,STE-Trolebús,L5 Sn Felipe-Hidalgo,Jueves,2020-06-04,,,"3,871"
14865,STE-Trolebús,L6 Rosario-Chapultepec,Jueves,2020-06-04,,,"3,959"
14866,STE-Trolebús,L7 Lomas Estrella-CU,Jueves,2020-06-04,,,"5,525"
