id,organismo,linea_servicio,dia,fecha,afluencia_tarjeta,afluencia_boleto,afluencia_total_preliminar
4205,RTP,Atenea,Lunes,2020-04-06,,"6,852","6,852"
4206,RTP,Ecobús,Lunes,2020-04-06,522,"14,330","14,852"
4207,RTP,Nocturno,Lunes,2020-04-06,7,269,276
4208,RTP,Eco Atenea,Lunes,2020-04-06,,109,109
4209,RTP,Expreso Directo,Lunes,2020-04-06,26,498,524
4210,RTP,Ordinario,Martes,2020-04-07,34,"92,261","92,295"
4211,RTP,Expreso,Martes,2020-04-07,"1,272","47,759","49,031"
4212,RTP,Atenea,Martes,2020-04-07,,"8,457","8,457"
4213,RTP,Ecobús,Martes,2020-04-07,583,"13,028","13,611"
4214,RTP,Nocturno,Martes,2020-04-07,5,327,332
4215,RTP,Eco Atenea,Martes,2020-04-07,,172,172
4216,RTP,Expreso Directo,Martes,2020-04-07,37,442,479
4217,RTP,Ordinario,Miércoles,2020-04-08,2,"93,938","93,940"
4218,RTP,Expreso,Miércoles,2020-04-08,975,"48,457","49,432"
4219,RTP,Atenea,Miércoles,2020-04-08,,"8,284","8,284"
4220,RTP,Ecobús,Miércoles,2020-04-08,620,"14,034","14,654"
4221,RTP,Nocturno,Miércoles,2020-04-08,10,349,359
4222,RTP,Eco Atenea,Miércoles,2020-04-08,,164,164
4223,RTP,Expreso Directo,Miércoles,2020-04-08,35,420,455
4224,RTP,Ordinario,Jueves,2020-04-09,20,"73,276","73,296"
4225,RTP,Expreso,Jueves,2020-04-09,743,"36,784","37,527"
4226,RTP,Atenea,Jueves,2020-04-09,,"2,192","2,192"
4227,RTP,Ecobús,Jueves,2020-04-09,330,"10,547","10,877"
4228,RTP,Nocturno,Jueves,2020-04-09,3,348,351
4229,RTP,Eco Atenea,Jueves,2020-04-09,,92,92
4230,RTP,Expreso Directo,Jueves,2020-04-09,11,179,190
4231,RTP,Ordinario,Viernes,2020-04-10,17,"54,844","54,861"
4232,RTP,Expreso,Viernes,2020-04-10,556,"27,228","27,784"
4233,RTP,Atenea,Viernes,2020-04-10,,"2,030","2,030"
4234,RTP,Ecobús,Viernes,2020-04-10,262,"7,618","7,880"
4235,RTP,Nocturno,Viernes,2020-04-10,4,255,259
4236,RTP,Eco Atenea,Viernes,2020-04-10,,69,69
4237,RTP,Expreso Directo,Viernes,2020-04-10,6,87,93
4238,RTP,Ordinario,Sábado,2020-04-11,4,"50,373","50,377"
4239,RTP,Expreso,Sábado,2020-04-11,527,"27,062","27,589"
4240,RTP,Atenea,Sábado,2020-04-11,,247,247
4241,RTP,Ecobús,Sábado,2020-04-11,234,"7,016","7,250"
4242,RTP,Nocturno,Sábado,2020-04-11,3,201,204
4243,RTP,Eco Atenea,Sábado,2020-04-11,,0,0
4244,RTP,Expreso Directo,Sábado,2020-04-11,4,42,46
4245,RTP,Ordinario,Domingo,2020-04-12,22,"37,419","37,441"
4246,RTP,Expreso,Domingo,2020-04-12,348,"20,837","21,185"
4247,RTP,Atenea,Domingo,2020-04-12,,0,0
4248,RTP,Ecobús,Domingo,2020-04-12,221,"5,281","5,502"
4249,RTP,Nocturno,Domingo,2020-04-12,1,276,277
4250,RTP,Eco Atenea,Domingo,2020-04-12,,0,0
4251,RTP,Expreso Directo,Domingo,2020-04-12,0,0,0
4252,RTP,Ordinario,Lunes,2020-04-13,16,"89,612","89,628"
4253,RTP,Expreso,Lunes,2020-04-13,"1,181","46,820","48,001"
4254,RTP,Atenea,Lunes,2020-04-13,,"5,976","5,976"
4255,RTP,Ecobús,Lunes,2020-04-13,449,"13,671","14,120"
4256,RTP,Nocturno,Lunes,2020-04-13,5,356,361
4257,RTP,Eco Atenea,Lunes,2020-04-13,,190,190
4258,RTP,Expreso Directo,Lunes,2020-04-13,25,419,444
4259,RTP,Ordinario,Martes,2020-04-14,16,"89,866","89,882"
4260,RTP,Expreso,Martes,2020-04-14,"1,115","47,460","48,575"
4261,RTP,Atenea,Martes,2020-04-14,,"5,637","5,637"
4262,RTP,Ecobús,Martes,2020-04-14,548,"13,673","14,221"
4263,RTP,Nocturno,Martes,2020-04-14,6,309,315
4264,RTP,Eco Atenea,Martes,2020-04-14,,13,13
4265,RTP,Expreso Directo,Martes,2020-04-14,35,433,468
4266,RTP,Ordinario,Miércoles,2020-04-15,13,"94,062","94,075"
4267,RTP,Expreso,Miércoles,2020-04-15,"1,097","45,845","46,942"
4268,RTP,Atenea,Miércoles,2020-04-15,,"7,474","7,474"
4269,RTP,Ecobús,Miércoles,2020-04-15,526,"13,446","13,972"
4270,RTP,Nocturno,Miércoles,2020-04-15,7,370,377
4271,RTP,Eco Atenea,Miércoles,2020-04-15,,249,249
4272,RTP,Expreso Directo,Miércoles,2020-04-15,26,394,420
4273,RTP,Ordinario,Jueves,2020-04-16,7,"91,301","91,308"
4274,RTP,Expreso,Jueves,2020-04-16,"1,088","48,189","49,277"
4275,RTP,Atenea,Jueves,2020-04-16,,"6,311","6,311"
4276,RTP,Ecobús,Jueves,2020-04-16,502,"14,906","15,408"
4277,RTP,Nocturno,Jueves,2020-04-16,7,356,363
4278,RTP,Eco Atenea,Jueves,2020-04-16,,237,237
4279,RTP,Expreso Directo,Jueves,2020-04-16,27,409,436
4280,RTP,Ordinario,Viernes,2020-04-17,6,"93,832","93,838"
4281,RTP,Expreso,Viernes,2020-04-17,"1,184","45,901","47,085"
4282,RTP,Atenea,Viernes,2020-04-17,,"6,595","6,595"
4283,RTP,Ecobús,Viernes,2020-04-17,430,"13,657","14,087"
4284,RTP,Nocturno,Viernes,2020-04-17,8,326,334
4285,RTP,Eco Atenea,Viernes,2020-04-17,,171,171
4286,RTP,Expreso Directo,Viernes,2020-04-17,17,377,394
4287,RTP,Ordinario,Sábado,2020-04-18,13,"57,465","57,478"
4288,RTP,Expreso,Sábado,2020-04-18,616,"31,706","32,322"
4289,RTP,Atenea,Sábado,2020-04-18,,519,519
4290,RTP,Ecobús,Sábado,2020-04-18,269,"8,859","9,128"
4291,RTP,Nocturno,Sábado,2020-04-18,6,351,357
4292,RTP,Eco Atenea,Sábado,2020-04-18,,0,0
4293,RTP,Expreso Directo,Sábado,2020-04-18,2,60,62
4294,RTP,Ordinario,Domingo,2020-04-19,0,"40,795","40,795"
4295,RTP,Expreso,Domingo,2020-04-19,398,"22,770","23,168"
4296,RTP,Atenea,Domingo,2020-04-19,,109,109
4297,RTP,Ecobús,Domingo,2020-04-19,219,"5,244","5,463"
4298,RTP,Nocturno,Domingo,2020-04-19,4,396,400
4299,RTP,Eco Atenea,Domingo,2020-04-19,,0,0
4300,RTP,Expreso Directo,Domingo,2020-04-19,0,0,0
4301,RTP,Ordinario,Lunes,2020-04-20,42,"102,429","102,471"
4302,RTP,Expreso,Lunes,2020-04-20,"1,429","47,435","48,864"
4303,RTP,Atenea,Lunes,2020-04-20,,"10,721","10,721"
4304,RTP,Ecobús,Lunes,2020-04-20,473,"10,368","10,841"
4305,RTP,Nocturno,Lunes,2020-04-20,2,199,201
4306,RTP,Eco Atenea,Lunes,2020-04-20,,268,268
4307,RTP,Expreso Directo,Lunes,2020-04-20,16,402,418
4308,RTP,Ordinario,Martes,2020-04-21,27,"93,903","93,930"
4309,RTP,Expreso,Martes,2020-04-21,"1,092","43,633","44,725"
4310,RTP,Atenea,Martes,2020-04-21,,"7,534","7,534"
4311,RTP,Ecobús,Martes,2020-04-21,477,"14,040","14,517"
4312,RTP,Nocturno,Martes,2020-04-21,2,306,308
4313,RTP,Eco Atenea,Martes,2020-04-21,,121,121
4314,RTP,Expreso Directo,Martes,2020-04-21,17,405,422
4315,RTP,Ordinario,Miércoles,2020-04-22,27,"93,665","93,692"
4316,RTP,Expreso,Miércoles,2020-04-22,"1,264","45,062","46,326"
4317,RTP,Atenea,Miércoles,2020-04-22,,"8,481","8,481"
4318,RTP,Ecobús,Miércoles,2020-04-22,567,"13,647","14,214"
4319,RTP,Nocturno,Miércoles,2020-04-22,9,240,249
4320,RTP,Eco Atenea,Miércoles,2020-04-22,,236,236
4321,RTP,Expreso Directo,Miércoles,2020-04-22,17,338,355
4322,RTP,Ordinario,Jueves,2020-04-23,27,"97,520","97,547"
4323,RTP,Expreso,Jueves,2020-04-23,"1,071","47,619","48,690"
4324,RTP,Atenea,Jueves,2020-04-23,,"6,239","6,239"
4325,RTP,Ecobús,Jueves,2020-04-23,473,"12,869","13,342"
4326,RTP,Nocturno,Jueves,2020-04-23,5,295,300
4327,RTP,Eco Atenea,Jueves,2020-04-23,,171,171
4328,RTP,Expreso Directo,Jueves,2020-04-23,11,366,377
4329,RTP,Ordinario,Viernes,2020-04-24,17,"99,943","99,960"
4330,RTP,Expreso,Viernes,2020-04-24,"1,236","48,773","50,009"
4331,RTP,Atenea,Viernes,2020-04-24,,"6,492","6,492"
4332,RTP,Ecobús,Viernes,2020-04-24,556,"12,615","13,171"
4333,RTP,Nocturno,Viernes,2020-04-24,5,223,228
4334,RTP,Eco Atenea,Viernes,2020-04-24,,198,198
4335,RTP,Expreso Directo,Viernes,2020-04-24,16,312,328
4336,RTP,Ordinario,Sábado,2020-04-25,12,"61,835","61,847"
4337,RTP,Expreso,Sábado,2020-04-25,602,"33,247","33,849"
4338,RTP,Atenea,Sábado,2020-04-25,,493,493
4339,RTP,Ecobús,Sábado,2020-04-25,368,"8,763","9,131"
4340,RTP,Nocturno,Sábado,2020-04-25,7,291,298
4341,RTP,Eco Atenea,Sábado,2020-04-25,,0,0
4342,RTP,Expreso Directo,Sábado,2020-04-25,6,76,82
4343,RTP,Ordinario,Domingo,2020-04-26,0,"42,298","42,298"
4344,RTP,Expreso,Domingo,2020-04-26,376,"22,016","22,392"
4345,RTP,Atenea,Domingo,2020-04-26,,213,213
4346,RTP,Ecobús,Domingo,2020-04-26,199,"5,601","5,800"
4347,RTP,Nocturno,Domingo,2020-04-26,10,335,345
4348,RTP,Eco Atenea,Domingo,2020-04-26,,0,0
4349,RTP,Expreso Directo,Domingo,2020-04-26,0,0,0
4350,RTP,Ordinario,Lunes,2020-04-27,24,"102,112","102,136"
4351,RTP,Expreso,Lunes,2020-04-27,"1,169","49,575","50,744"
4352,RTP,Atenea,Lunes,2020-04-27,,"5,680","5,680"
4353,RTP,Ecobús,Lunes,2020-04-27,570,"12,867","13,437"
4354,RTP,Nocturno,Lunes,2020-04-27,6,238,244
4355,RTP,Eco Atenea,Lunes,2020-04-27,,115,115
4356,RTP,Expreso Directo,Lunes,2020-04-27,21,337,358
4357,RTP,Ordinario,Martes,2020-04-28,24,"92,284","92,308"
4358,RTP,Expreso,Martes,2020-04-28,"1,331","47,743","49,074"
4359,RTP,Atenea,Martes,2020-04-28,,"5,997","5,997"
4360,RTP,Ecobús,Martes,2020-04-28,502,"12,744","13,246"
4361,RTP,Nocturno,Martes,2020-04-28,5,271,276
4362,RTP,Eco Atenea,Martes,2020-04-28,,126,126
4363,RTP,Expreso Directo,Martes,2020-04-28,20,341,361
4364,RTP,Ordinario,Miércoles,2020-04-29,14,"93,742","93,756"
4365,RTP,Expreso,Miércoles,2020-04-29,"1,341","48,078","49,419"
4366,RTP,Atenea,Miércoles,2020-04-29,,"5,284","5,284"
4367,RTP,Ecobús,Miércoles,2020-04-29,587,"12,772","13,359"
4368,RTP,Nocturno,Miércoles,2020-04-29,12,288,300
4369,RTP,Eco Atenea,Miércoles,2020-04-29,,267,267
4370,RTP,Expreso Directo,Miércoles,2020-04-29,21,346,367
4371,RTP,Ordinario,Jueves,2020-04-30,35,"97,143","97,178"
4372,RTP,Expreso,Jueves,2020-04-30,"1,259","50,879","52,138"
4373,RTP,Atenea,Jueves,2020-04-30,,"6,876","6,876"
4374,RTP,Ecobús,Jueves,2020-04-30,618,"12,734","13,352"
4375,RTP,Nocturno,Jueves,2020-04-30,3,267,270
4376,RTP,Eco Atenea,Jueves,2020-04-30,,230,230
4377,RTP,Expreso Directo,Jueves,2020-04-30,13,335,348
4378,RTP,Ordinario,Viernes,2020-05-01,30,"73,877","73,907"
4379,RTP,Expreso,Viernes,2020-05-01,688,"37,469","38,157"
4380,RTP,Atenea,Viernes,2020-05-01,,"3,063","3,063"
4381,RTP,Ecobús,Viernes,2020-05-01,312,"6,611","6,923"
4382,RTP,Nocturno,Viernes,2020-05-01,6,246,252
4383,RTP,Eco Atenea,Viernes,2020-05-01,,69,69
4384,RTP,Expreso Directo,Viernes,2020-05-01,6,111,117
4385,RTP,Ordinario,Sábado,2020-05-02,14,"63,271","63,285"
4386,RTP,Expreso,Sábado,2020-05-02,613,"32,651","33,264"
4387,RTP,Atenea,Sábado,2020-05-02,,693,693
4388,RTP,Ecobús,Sábado,2020-05-02,310,"8,333","8,643"
4389,RTP,Nocturno,Sábado,2020-05-02,4,274,278
4390,RTP,Eco Atenea,Sábado,2020-05-02,,0,0
4391,RTP,Expreso Directo,Sábado,2020-05-02,0,66,66
4392,RTP,Ordinario,Domingo,2020-05-03,8,"39,960","39,968"
4393,RTP,Expreso,Domingo,2020-05-03,360,"22,075","22,435"
4394,RTP,Atenea,Domingo,2020-05-03,,408,408
4395,RTP,Ecobús,Domingo,2020-05-03,242,"5,284","5,526"
4396,RTP,Nocturno,Domingo,2020-05-03,14,359,373
4397,RTP,Eco Atenea,Domingo,2020-05-03,,0,0
4398,RTP,Expreso Directo,Domingo,2020-05-03,0,0,0
4399,RTP,Ordinario,Lunes,2020-05-04,12,"102,554","102,566"
4400,RTP,Expreso,Lunes,2020-05-04,"1,366","48,948","50,314"
4401,RTP,Atenea,Lunes,2020-05-04,,"5,298","5,298"
4402,RTP,Ecobús,Lunes,2020-05-04,557,"13,365","13,922"
4403,RTP,Nocturno,Lunes,2020-05-04,4,221,225
4404,RTP,Eco Atenea,Lunes,2020-05-04,,144,144
4405,RTP,Expreso Directo,Lunes,2020-05-04,13,331,344
4406,RTP,Ordinario,Martes,2020-05-05,24,"94,511","94,535"
4407,RTP,Expreso,Martes,2020-05-05,952,"44,188","45,140"
4408,RTP,Atenea,Martes,2020-05-05,,"4,334","4,334"
4409,RTP,Ecobús,Martes,2020-05-05,500,"13,072","13,572"
4410,RTP,Nocturno,Martes,2020-05-05,5,274,279
4411,RTP,Eco Atenea,Martes,2020-05-05,,259,259
4412,RTP,Expreso Directo,Martes,2020-05-05,13,323,336
4413,RTP,Ordinario,Miércoles,2020-05-06,33,"97,143","97,176"
4414,RTP,Expreso,Miércoles,2020-05-06,899,"50,879","51,778"
4415,RTP,Atenea,Miércoles,2020-05-06,,"6,876","6,876"
4416,RTP,Ecobús,Miércoles,2020-05-06,547,"12,734","13,281"
4417,RTP,Nocturno,Miércoles,2020-05-06,4,267,271
4418,RTP,Eco Atenea,Miércoles,2020-05-06,,230,230
4419,RTP,Expreso Directo,Miércoles,2020-05-06,15,335,350
4420,RTP,Ordinario,Jueves,2020-05-07,9,"92,346","92,355"
4421,RTP,Expreso,Jueves,2020-05-07,"1,080","45,238","46,318"
4422,RTP,Atenea,Jueves,2020-05-07,,"5,850","5,850"
4423,RTP,Ecobús,Jueves,2020-05-07,517,"11,509","12,026"
4424,RTP,Nocturno,Jueves,2020-05-07,6,233,239
4425,RTP,Eco Atenea,Jueves,2020-05-07,,243,243
4426,RTP,Expreso Directo,Jueves,2020-05-07,13,274,287
4427,RTP,Ordinario,Viernes,2020-05-08,14,"91,062","91,076"
4428,RTP,Expreso,Viernes,2020-05-08,917,"48,676","49,593"
4429,RTP,Atenea,Viernes,2020-05-08,,"5,827","5,827"
4430,RTP,Ecobús,Viernes,2020-05-08,518,"12,597","13,115"
4431,RTP,Nocturno,Viernes,2020-05-08,8,264,272
4432,RTP,Eco Atenea,Viernes,2020-05-08,,159,159
4433,RTP,Expreso Directo,Viernes,2020-05-08,13,276,289
4434,RTP,Ordinario,Sábado,2020-05-09,6,"62,461","62,467"
4435,RTP,Expreso,Sábado,2020-05-09,712,"28,522","29,234"
4436,RTP,Atenea,Sábado,2020-05-09,,792,792
4437,RTP,Ecobús,Sábado,2020-05-09,364,"8,367","8,731"
4438,RTP,Nocturno,Sábado,2020-05-09,5,285,290
4439,RTP,Eco Atenea,Sábado,2020-05-09,,0,0
4440,RTP,Expreso Directo,Sábado,2020-05-09,1,65,66
4441,RTP,Ordinario,Domingo,2020-05-10,10,"39,579","39,589"
4442,RTP,Expreso,Domingo,2020-05-10,371,"17,226","17,597"
4443,RTP,Atenea,Domingo,2020-05-10,,244,244
4444,RTP,Ecobús,Domingo,2020-05-10,154,"4,881","5,035"
4445,RTP,Nocturno,Domingo,2020-05-10,13,309,322
4446,RTP,Eco Atenea,Domingo,2020-05-10,,0,0
4447,RTP,Expreso Directo,Domingo,2020-05-10,0,0,0
4448,RTP,Ordinario,Lunes,2020-05-11,1,"95,322","95,323"
4449,RTP,Expreso,Lunes,2020-05-11,"1,065","42,361","43,426"
4450,RTP,Atenea,Lunes,2020-05-11,,"5,082","5,082"
4451,RTP,Ecobús,Lunes,2020-05-11,469,"12,298","12,767"
4452,RTP,Nocturno,Lunes,2020-05-11,2,249,251
4453,RTP,Eco Atenea,Lunes,2020-05-11,,221,221
4454,RTP,Expreso Directo,Lunes,2020-05-11,21,256,277
4455,RTP,Ordinario,Martes,2020-05-12,8,"96,404","96,412"
4456,RTP,Expreso,Martes,2020-05-12,"1,104","44,083","45,187"
4457,RTP,Atenea,Martes,2020-05-12,,"6,255","6,255"
4458,RTP,Ecobús,Martes,2020-05-12,492,"13,097","13,589"
4459,RTP,Nocturno,Martes,2020-05-12,6,257,263
4460,RTP,Eco Atenea,Martes,2020-05-12,,192,192
4461,RTP,Expreso Directo,Martes,2020-05-12,19,288,307
4462,RTP,Ordinario,Miércoles,2020-05-13,11,"98,969","98,980"
4463,RTP,Expreso,Miércoles,2020-05-13,"1,099","43,096","44,195"
4464,RTP,Atenea,Miércoles,2020-05-13,,"6,937","6,937"
4465,RTP,Ecobús,Miércoles,2020-05-13,533,"12,581","13,114"
4466,RTP,Nocturno,Miércoles,2020-05-13,6,242,248
4467,RTP,Eco Atenea,Miércoles,2020-05-13,,282,282
4468,RTP,Expreso Directo,Miércoles,2020-05-13,20,286,306
4469,RTP,Ordinario,Jueves,2020-05-14,10,"97,522","97,532"
4470,RTP,Expreso,Jueves,2020-05-14,940,"45,511","46,451"
4471,RTP,Atenea,Jueves,2020-05-14,,"6,737","6,737"
4472,RTP,Ecobús,Jueves,2020-05-14,426,"12,475","12,901"
4473,RTP,Nocturno,Jueves,2020-05-14,4,228,232
4474,RTP,Eco Atenea,Jueves,2020-05-14,,258,258
4475,RTP,Expreso Directo,Jueves,2020-05-14,17,305,322
4476,RTP,Ordinario,Viernes,2020-05-15,6,"104,802","104,808"
4477,RTP,Expreso,Viernes,2020-05-15,"1,008","49,330","50,338"
4478,RTP,Atenea,Viernes,2020-05-15,,"8,411","8,411"
4479,RTP,Ecobús,Viernes,2020-05-15,437,"13,935","14,372"
4480,RTP,Nocturno,Viernes,2020-05-15,9,258,267
4481,RTP,Eco Atenea,Viernes,2020-05-15,,368,368
4482,RTP,Expreso Directo,Viernes,2020-05-15,18,290,308
4483,RTP,Ordinario,Sábado,2020-05-16,33,"63,493","63,526"
4484,RTP,Expreso,Sábado,2020-05-16,627,"32,121","32,748"
4485,RTP,Atenea,Sábado,2020-05-16,,"1,043","1,043"
4486,RTP,Ecobús,Sábado,2020-05-16,357,"9,042","9,399"
4487,RTP,Nocturno,Sábado,2020-05-16,11,300,311
4488,RTP,Eco Atenea,Sábado,2020-05-16,,0,0
4489,RTP,Expreso Directo,Sábado,2020-05-16,2,65,67
4490,RTP,Ordinario,Domingo,2020-05-17,,"41,287","41,287"
4491,RTP,Expreso,Domingo,2020-05-17,374,"20,076","20,450"
4492,RTP,Atenea,Domingo,2020-05-17,,354,354
4493,RTP,Ecobús,Domingo,2020-05-17,216,"5,437","5,653"
4494,RTP,Nocturno,Domingo,2020-05-17,6,294,300
4495,RTP,Eco Atenea,Domingo,2020-05-17,0,0,0
4496,RTP,Expreso Directo,Domingo,2020-05-17,0,0,0
4497,RTP,Ordinario,Lunes,2020-05-18,4,"103,748","103,752"
4498,RTP,Expreso,Lunes,2020-05-18,"1,170","47,070","48,240"
4499,RTP,Atenea,Lunes,2020-05-18,,"7,870","7,870"
4500,RTP,Ecobús,Lunes,2020-05-18,489,"13,414","13,903"
4501,RTP,Nocturno,Lunes,2020-05-18,3,262,265
4502,RTP,Eco Atenea,Lunes,2020-05-18,,261,261
4503,RTP,Expreso Directo,Lunes,2020-05-18,22,650,672
4504,RTP,Ordinario,Martes,2020-05-19,9,"102,312","102,321"
4505,RTP,Expreso,Martes,2020-05-19,976,"45,408","46,384"
4506,RTP,Atenea,Martes,2020-05-19,,"7,525","7,525"
4507,RTP,Ecobús,Martes,2020-05-19,619,"12,969","13,588"
4508,RTP,Nocturno,Martes,2020-05-19,3,317,320
4509,RTP,Eco Atenea,Martes,2020-05-19,,310,310
4510,RTP,Expreso Directo,Martes,2020-05-19,17,281,298
4511,RTP,Ordinario,Miércoles,2020-05-20,21,"99,803","99,824"
4512,RTP,Expreso,Miércoles,2020-05-20,"1,190","47,382","48,572"
4513,RTP,Atenea,Miércoles,2020-05-20,,"8,415","8,415"
4514,RTP,Ecobús,Miércoles,2020-05-20,596,"13,178","13,774"
4515,RTP,Nocturno,Miércoles,2020-05-20,7,231,238
4516,RTP,Eco Atenea,Miércoles,2020-05-20,,263,263
4517,RTP,Expreso Directo,Miércoles,2020-05-20,24,310,334
4518,RTP,Ordinario,Jueves,2020-05-21,17,"94,510","94,527"
4519,RTP,Expreso,Jueves,2020-05-21,"1,030","48,223","49,253"
4520,RTP,Atenea,Jueves,2020-05-21,,"8,847","8,847"
4521,RTP,Ecobús,Jueves,2020-05-21,581,"11,769","12,350"
4522,RTP,Nocturno,Jueves,2020-05-21,11,261,272
4523,RTP,Eco Atenea,Jueves,2020-05-21,,283,283
4524,RTP,Expreso Directo,Jueves,2020-05-21,19,279,298
4525,RTP,Ordinario,Viernes,2020-05-22,16,"96,283","96,299"
4526,RTP,Expreso,Viernes,2020-05-22,"1,208","47,956","49,164"
4527,RTP,Atenea,Viernes,2020-05-22,,"8,770","8,770"
4528,RTP,Ecobús,Viernes,2020-05-22,524,"12,732","13,256"
4529,RTP,Nocturno,Viernes,2020-05-22,5,276,281
4530,RTP,Eco Atenea,Viernes,2020-05-22,,623,623
4531,RTP,Expreso Directo,Viernes,2020-05-22,17,289,306
4532,RTP,Ordinario,Sábado,2020-05-23,0,"62,790","62,790"
4533,RTP,Expreso,Sábado,2020-05-23,720,"31,769","32,489"
4534,RTP,Atenea,Sábado,2020-05-23,,587,587
4535,RTP,Ecobús,Sábado,2020-05-23,290,"9,431","9,721"
4536,RTP,Nocturno,Sábado,2020-05-23,7,265,272
4537,RTP,Eco Atenea,Sábado,2020-05-23,,86,86
4538,RTP,Expreso Directo,Sábado,2020-05-23,3,71,74
4539,RTP,Ordinario,Domingo,2020-05-24,4,"41,871","41,875"
4540,RTP,Expreso,Domingo,2020-05-24,392,"19,325","19,717"
4541,RTP,Atenea,Domingo,2020-05-24,,205,205
4542,RTP,Ecobús,Domingo,2020-05-24,164,"5,274","5,438"
4543,RTP,Nocturno,Domingo,2020-05-24,5,267,272
4544,RTP,Eco Atenea,Domingo,2020-05-24,,0,0
4545,RTP,Expreso Directo,Domingo,2020-05-24,0,0,0
4546,RTP,Ordinario,Lunes,2020-05-25,12,"99,580","99,592"
4547,RTP,Expreso,Lunes,2020-05-25,"1,230","47,999","49,229"
4548,RTP,Atenea,Lunes,2020-05-25,,"8,117","8,117"
4549,RTP,Ecobús,Lunes,2020-05-25,477,"14,244","14,721"
4550,RTP,Nocturno,Lunes,2020-05-25,1,292,293
4551,RTP,Eco Atenea,Lunes,2020-05-25,,300,300
4552,RTP,Expreso Directo,Lunes,2020-05-25,16,315,331
4553,RTP,Ordinario,Martes,2020-05-26,5,"100,253","100,258"
4554,RTP,Expreso,Martes,2020-05-26,"1,145","46,956","48,101"
4555,RTP,Atenea,Martes,2020-05-26,,"7,501","7,501"
4556,RTP,Ecobús,Martes,2020-05-26,613,"13,950","14,563"
4557,RTP,Nocturno,Martes,2020-05-26,6,350,356
4558,RTP,Eco Atenea,Martes,2020-05-26,,309,309
4559,RTP,Expreso Directo,Martes,2020-05-26,18,300,318
4560,RTP,Ordinario,Miércoles,2020-05-27,5,"98,484","98,489"
4561,RTP,Expreso,Miércoles,2020-05-27,"1,173","47,381","48,554"
4562,RTP,Atenea,Miércoles,2020-05-27,,"7,965","7,965"
4563,RTP,Ecobús,Miércoles,2020-05-27,606,"13,872","14,478"
4564,RTP,Nocturno,Miércoles,2020-05-27,5,234,239
4565,RTP,Eco Atenea,Miércoles,2020-05-27,,247,247
4566,RTP,Expreso Directo,Miércoles,2020-05-27,19,291,310
4567,RTP,Ordinario,Jueves,2020-05-28,12,"97,739","97,751"
4568,RTP,Expreso,Jueves,2020-05-28,"1,148","45,870","47,018"
4569,RTP,Atenea,Jueves,2020-05-28,,"7,477","7,477"
4570,RTP,Ecobús,Jueves,2020-05-28,518,"13,659","14,177"
4571,RTP,Nocturno,Jueves,2020-05-28,9,225,234
4572,RTP,Eco Atenea,Jueves,2020-05-28,,226,226
4573,RTP,Expreso Directo,Jueves,2020-05-28,15,293,308
4574,RTP,Ordinario,Viernes,2020-05-29,15,"104,831","104,846"
4575,RTP,Expreso,Viernes,2020-05-29,"1,161","50,290","51,451"
4576,RTP,Atenea,Viernes,2020-05-29,,"7,936","7,936"
4577,RTP,Ecobús,Viernes,2020-05-29,532,"13,516","14,048"
4578,RTP,Nocturno,Viernes,2020-05-29,9,273,282
4579,RTP,Eco Atenea,Viernes,2020-05-29,,274,274
4580,RTP,Expreso Directo,Viernes,2020-05-29,13,301,314
4581,RTP,Ordinario,Sábado,2020-05-30,7,"64,543","64,550"
4582,RTP,Expreso,Sábado,2020-05-30,739,"33,048","33,787"
4583,RTP,Atenea,Sábado,2020-05-30,,"1,104","1,104"
4584,RTP,Ecobús,Sábado,2020-05-30,298,"9,321","9,619"
4585,RTP,Nocturno,Sábado,2020-05-30,11,277,288
4586,RTP,Eco Atenea,Sábado,2020-05-30,,0,0
4587,RTP,Expreso Directo,Sábado,2020-05-30,3,84,87
4588,RTP,Ordinario,Domingo,2020-05-31,0,"41,866","41,866"
4589,RTP,Expreso,Domingo,2020-05-31,421,"20,368","20,789"
4590,RTP,Atenea,Domingo,2020-05-31,,397,397
4591,RTP,Ecobús,Domingo,2020-05-31,234,"5,696","5,930"
4592,RTP,Nocturno,Domingo,2020-05-31,7,305,312
4593,RTP,Eco Atenea,Domingo,2020-05-31,,0,0
4594,RTP,Expreso Directo,Domingo,2020-05-31,0,0,0
4595,RTP,Ordinario,Lunes,2020-06-01,1,"110,022","110,023"
4596,RTP,Expreso,Lunes,2020-06-01,"1,119","52,975","54,094"
4597,RTP,Atenea,Lunes,2020-06-01,,"6,176","6,176"
4598,RTP,Ecobús,Lunes,2020-06-01,592,"14,095","14,687"
4599,RTP,Nocturno,Lunes,2020-06-01,8,187,195
4600,RTP,Eco Atenea,Lunes,2020-06-01,,262,262
4601,RTP,Expreso Directo,Lunes,2020-06-01,22,358,380
4602,RTP,Ordinario,Martes,2020-06-02,9,"109,066","109,075"
4603,RTP,Expreso,Martes,2020-06-02,"1,173","50,787","51,960"
4604,RTP,Atenea,Martes,2020-06-02,,"5,133","5,133"
4605,RTP,Ecobús,Martes,2020-06-02,589,"14,016","14,605"
4606,RTP,Nocturno,Martes,2020-06-02,8,294,302
4607,RTP,Eco Atenea,Martes,2020-06-02,,150,150
4608,RTP,Expreso Directo,Martes,2020-06-02,16,374,390
4609,RTP,Ordinario,Miércoles,2020-06-03,10,"108,707","108,717"
